Job Title Numeric	Years of Experience	Time at Company	E_Score	S_Score	WLB_Score	P_Score	C_Rating	Training Program	Training Completion	Reward	Job Title Numeric	New Years of Experience	New Time at Company	Next E_Score	Next S_Score	Next WLB_Score	Next P_Score	Next C_Rating
1	99	6	4.3	1.7	0.7	1.1	1.8	No Training	0	4.8	1	100	7	6.0	3.3	1.2	2.1	2.8
1	100	7	6.0	3.3	1.2	2.1	2.8	Soft Skills and Communication	0	-0.39999999999999947	1	101	8	6.2	2.7	0.8	2.5	2.0
1	101	8	6.2	2.7	0.8	2.5	2.0	No Training	0	1.1999999999999995	1	102	9	6.4	2.8	1.9	2.3	1.8
1	102	9	6.4	2.8	1.9	2.3	1.8	No Training	0	-0.5999999999999996	1	103	10	5.9	2.0	2.0	2.9	2.0
1	103	10	5.9	2.0	2.0	2.9	2.0	No Training	0	-3.1999999999999997	1	104	11	5.4	-0.3	1.3	3.2	2.7
1	104	11	5.4	-0.3	1.3	3.2	2.7	No Training	0	0.49999999999999933	1	105	12	5.8	-1.3	3.2	2.4	1.8
1	105	12	5.8	-1.3	3.2	2.4	1.8	No Training	0	-1.0999999999999999	1	106	13	5.8	-1.6	2.6	2.2	1.0
1	106	13	5.8	-1.6	2.6	2.2	1.0	No Training	0	3.5000000000000004	1	107	14	6.4	-0.2	3.5	2.8	1.8
1	107	14	6.4	-0.2	3.5	2.8	1.8	No Training	0	-3.5999999999999996	1	108	15	5.9	-0.9	1.7	2.2	1.4
1	108	15	5.9	-0.9	1.7	2.2	1.4	No Training	0	-2.0000000000000004	1	109	16	5.0	-1.6	1.3	2.2	0.3
1	109	16	5.0	-1.6	1.3	2.2	0.3	No Training	0	-0.8999999999999999	1	110	17	4.2	-0.7	1.1	1.4	1.0
1	110	17	4.2	-0.7	1.1	1.4	1.0	No Training	0	-3.000000000000001	1	111	18	2.8	-1.8	0.8	1.2	0.5
1	111	18	2.8	-1.8	0.8	1.2	0.5	No Training	0	-1.7999999999999998	1	112	19	3.0	-2.5	0.6	0.1	-0.3
1	112	19	3.0	-2.5	0.6	0.1	-0.3	No Training	0	-0.1000000000000002	1	113	20	3.8	-2.1	0.2	-0.8	1.2
0	63	0	2.3	2.2	3.9	4.1	1.4	Leadership and Management Training	1	0.5000000000000002	0	64	1	2.5	1.7	4.7	4.1	0.9
0	64	1	2.5	1.7	4.7	4.1	0.9	No Training	0	-0.9999999999999996	0	65	2	2.5	1.3	4.4	3.8	-0.7
0	65	2	2.5	1.3	4.4	3.8	-0.7	No Training	0	0.30000000000000004	0	66	3	2.2	1.4	5.4	3.3	-0.3
0	66	3	2.2	1.4	5.4	3.3	-0.3	Project Management and Agile Methodologies	0	3.099999999999999	0	67	4	2.4	2.6	6.1	4.3	-0.5
0	67	4	2.4	2.6	6.1	4.3	-0.5	No Training	0	1.5	0	68	5	3.4	2.4	6.0	5.1	1.3
0	68	5	3.4	2.4	6.0	5.1	1.3	No Training	0	-1.4000000000000004	0	69	6	2.3	2.8	5.8	4.6	1.0
0	69	6	2.3	2.8	5.8	4.6	1.0	No Training	0	6.800000000000002	0	70	7	3.2	4.7	8.5	5.9	2.0
0	70	7	3.2	4.7	8.5	5.9	2.0	Project Management and Agile Methodologies	1	4.199999999999999	0	71	8	3.8	6.1	9.3	7.3	2.0
0	71	8	3.8	6.1	9.3	7.3	2.0	Soft Skills and Communication	1	-1.1999999999999997	0	72	9	3.1	6.1	8.3	7.8	1.0
0	72	9	3.1	6.1	8.3	7.8	1.0	No Training	0	-4.0	0	73	10	3.3	5.2	7.5	5.3	0.9
2	42	0	4.2	4.1	1.4	3.7	3.9	Project Management and Agile Methodologies	1	-1.6999999999999997	2	43	1	3.1	4.0	2.2	2.4	4.6
2	43	1	3.1	4.0	2.2	2.4	4.6	No Training	0	-1.7000000000000006	2	44	2	3.8	2.3	2.9	1.0	4.0
2	44	2	3.8	2.3	2.9	1.0	4.0	No Training	0	6.500000000000001	2	45	3	5.3	3.5	5.0	2.7	5.5
2	45	3	5.3	3.5	5.0	2.7	5.5	No Training	0	1.7000000000000002	2	46	4	5.4	4.2	5.1	3.5	5.8
2	46	4	5.4	4.2	5.1	3.5	5.8	No Training	0	-0.8999999999999999	2	47	5	5.7	2.8	5.2	3.6	5.5
2	47	5	5.7	2.8	5.2	3.6	5.5	Soft Skills and Communication	1	1.9999999999999996	2	48	6	6.1	3.8	5.2	4.2	4.9
2	48	6	6.1	3.8	5.2	4.2	4.9	No Training	0	2.1000000000000005	2	49	7	6.7	4.5	5.5	4.7	3.7
2	49	7	6.7	4.5	5.5	4.7	3.7	No Training	0	1.2000000000000002	2	50	8	7.0	4.9	5.5	5.2	5.5
2	50	8	7.0	4.9	5.5	5.2	5.5	Project Management and Agile Methodologies	1	-5.100000000000001	2	51	9	5.6	4.0	5.0	2.9	3.5
2	51	9	5.6	4.0	5.0	2.9	3.5	No Training	0	5.800000000000001	2	52	10	6.8	5.1	7.2	4.2	6.0
2	52	10	6.8	5.1	7.2	4.2	6.0	No Training	0	1.8000000000000007	2	53	11	6.9	6.1	7.4	4.7	6.5
2	53	11	6.9	6.1	7.4	4.7	6.5	No Training	0	-2.5	2	54	12	5.4	4.5	7.3	5.4	5.6
2	54	12	5.4	4.5	7.3	5.4	5.6	No Training	0	4.099999999999999	2	55	13	4.7	6.5	9.2	6.3	7.0
2	55	13	4.7	6.5	9.2	6.3	7.0	No Training	0	-3.6999999999999997	2	56	14	2.6	5.0	9.2	6.2	6.3
2	56	14	2.6	5.0	9.2	6.2	6.3	No Training	0	-2.4999999999999987	2	57	15	1.5	5.2	7.9	5.9	6.0
2	57	15	1.5	5.2	7.9	5.9	6.0	No Training	0	-1.2000000000000006	2	58	16	1.1	5.1	7.7	5.4	6.2
2	58	16	1.1	5.1	7.7	5.4	6.2	No Training	0	-3.5	2	59	17	-0.4	4.2	7.3	4.7	6.2
2	59	17	-0.4	4.2	7.3	4.7	6.2	No Training	0	0.5	2	60	18	-0.7	4.9	8.0	4.1	6.6
2	60	18	-0.7	4.9	8.0	4.1	6.6	No Training	0	2.0999999999999996	2	61	19	-1.1	5.6	9.0	4.9	8.1
2	61	19	-1.1	5.6	9.0	4.9	8.1	No Training	0	1.0000000000000004	2	62	20	-1.5	6.4	9.0	5.5	7.2
2	62	20	-1.5	6.4	9.0	5.5	7.2	Security Training	1	-2.400000000000001	2	63	21	-1.9	6.1	7.3	5.5	6.6
2	63	21	-1.9	6.1	7.3	5.5	6.6	No Training	0	2.4000000000000004	2	64	22	-0.9	5.9	8.1	6.3	6.5
2	64	22	-0.9	5.9	8.1	6.3	6.5	No Training	0	-4.440892098500626e-16	2	65	23	-1.5	6.3	7.3	7.3	5.3
2	65	23	-1.5	6.3	7.3	7.3	5.3	No Training	0	-1.5999999999999996	2	66	24	-2.0	5.9	7.3	6.6	4.6
2	66	24	-2.0	5.9	7.3	6.6	4.6	No Training	0	0.20000000000000107	2	67	25	-2.7	5.9	7.4	7.4	3.6
2	67	25	-2.7	5.9	7.4	7.4	3.6	No Training	0	6.199999999999999	2	68	26	-1.1	7.3	9.3	8.7	5.9
2	68	26	-1.1	7.3	9.3	8.7	5.9	No Training	0	-3.999999999999999	2	69	27	-1.6	6.3	8.3	7.2	6.5
2	69	27	-1.6	6.3	8.3	7.2	6.5	No Training	0	1.9999999999999987	2	70	28	-0.5	6.3	8.6	7.8	5.7
2	70	28	-0.5	6.3	8.6	7.8	5.7	No Training	0	-0.09999999999999987	2	71	29	-0.3	6.7	7.5	8.2	6.4
2	71	29	-0.3	6.7	7.5	8.2	6.4	No Training	0	5.5	2	72	30	0.4	8.1	9.5	9.6	7.3
2	72	30	0.4	8.1	9.5	9.6	7.3	No Training	0	0.8000000000000007	2	73	31	0.9	8.7	9.9	8.9	7.1
2	73	31	0.9	8.7	9.9	8.9	7.1	No Training	0	1.9999999999999991	2	74	32	1.7	9.4	10.1	9.2	7.0
2	74	32	1.7	9.4	10.1	9.2	7.0	No Training	0	-2.999999999999999	2	75	33	-0.1	9.7	9.4	8.4	6.8
2	75	33	-0.1	9.7	9.4	8.4	6.8	No Training	0	-3.5999999999999996	2	76	34	-0.4	7.7	7.9	8.6	5.4
2	76	34	-0.4	7.7	7.9	8.6	5.4	No Training	0	-8.0	2	77	35	-2.3	6.6	5.2	6.3	3.9
2	77	35	-2.3	6.6	5.2	6.3	3.9	Leadership and Management Training	1	-4.3	2	78	36	-4.7	6.7	4.1	5.4	3.8
2	78	36	-4.7	6.7	4.1	5.4	3.8	No Training	0	1.5	2	79	37	-4.1	8.1	4.1	4.9	4.0
2	79	37	-4.1	8.1	4.1	4.9	4.0	No Training	0	-2.1999999999999993	2	80	38	-3.9	7.9	3.1	3.7	3.8
2	80	38	-3.9	7.9	3.1	3.7	3.8	No Training	0	-2.4000000000000012	2	81	39	-4.4	6.8	2.1	3.9	3.5
1	70	0	2.5	2.2	1.6	1.6	2.8	No Training	0	0.19999999999999996	1	71	1	3.2	1.1	1.8	2.0	1.5
1	71	1	3.2	1.1	1.8	2.0	1.5	Leadership and Management Training	1	3.5999999999999996	1	72	2	3.4	2.7	2.6	3.0	2.7
1	72	2	3.4	2.7	2.6	3.0	2.7	No Training	0	-9.1	1	73	3	1.1	0.2	-0.2	1.5	2.1
1	73	3	1.1	0.2	-0.2	1.5	2.1	No Training	0	-2.0999999999999996	1	74	4	0.9	-0.5	-0.7	0.8	1.8
1	74	4	0.9	-0.5	-0.7	0.8	1.8	No Training	0	-2.7	1	75	5	0.0	-1.0	-0.9	-0.3	0.7
1	75	5	0.0	-1.0	-0.9	-0.3	0.7	No Training	0	3.5	1	76	6	1.0	-0.2	0.8	-0.3	-0.8
1	76	6	1.0	-0.2	0.8	-0.3	-0.8	No Training	0	2.2	1	77	7	1.6	0.1	1.9	-0.1	-0.4
1	77	7	1.6	0.1	1.9	-0.1	-0.4	No Training	0	-2.1	1	78	8	1.4	-0.7	1.4	-0.7	-0.8
0	57	0	2.8	1.1	3.4	5.0	4.3	No Training	0	5.0	0	58	1	4.7	1.3	5.2	6.1	6.9
0	58	1	4.7	1.3	5.2	6.1	6.9	No Training	0	1.4000000000000004	0	59	2	4.9	1.8	5.5	6.5	6.7
0	59	2	4.9	1.8	5.5	6.5	6.7	No Training	0	-3.8	0	60	3	3.7	2.5	4.7	4.0	5.9
0	60	3	3.7	2.5	4.7	4.0	5.9	No Training	0	-0.9000000000000004	0	61	4	3.1	3.3	5.2	2.4	7.6
0	61	4	3.1	3.3	5.2	2.4	7.6	No Training	0	-2.7	0	62	5	3.6	3.0	3.9	0.8	7.7
0	62	5	3.6	3.0	3.9	0.8	7.7	No Training	0	2.0999999999999996	0	63	6	3.9	2.9	6.0	0.6	7.6
0	63	6	3.9	2.9	6.0	0.6	7.6	No Training	0	-6.5	0	64	7	2.7	1.5	4.1	-1.4	7.0
0	64	7	2.7	1.5	4.1	-1.4	7.0	No Training	0	3.3000000000000007	0	65	8	3.6	3.4	4.9	-1.7	7.3
0	65	8	3.6	3.4	4.9	-1.7	7.3	No Training	0	-1.9000000000000004	0	66	9	4.5	1.7	5.2	-3.1	5.0
0	66	9	4.5	1.7	5.2	-3.1	5.0	No Training	0	1.1000000000000008	0	67	10	5.4	1.4	6.4	-3.8	5.1
0	67	10	5.4	1.4	6.4	-3.8	5.1	No Training	0	-1.400000000000001	0	68	11	5.1	0.2	7.4	-4.7	4.8
0	68	11	5.1	0.2	7.4	-4.7	4.8	No Training	0	-0.7000000000000002	0	69	12	5.1	0.2	7.5	-5.5	3.7
0	69	12	5.1	0.2	7.5	-5.5	3.7	No Training	0	-1.9999999999999996	0	70	13	4.8	0.1	5.4	-5.0	3.2
0	70	13	4.8	0.1	5.4	-5.0	3.2	No Training	0	3.6999999999999997	0	71	14	5.6	1.3	5.5	-3.4	3.8
0	71	14	5.6	1.3	5.5	-3.4	3.8	No Training	0	2.0	0	72	15	6.5	1.1	5.3	-1.9	3.3
0	72	15	6.5	1.1	5.3	-1.9	3.3	No Training	0	2.900000000000001	0	73	16	8.3	2.2	4.3	-0.9	4.6
0	73	16	8.3	2.2	4.3	-0.9	4.6	Leadership and Management Training	0	3.8999999999999986	0	74	17	9.2	3.1	5.8	-0.3	5.3
0	74	17	9.2	3.1	5.8	-0.3	5.3	No Training	0	-2.0999999999999996	0	75	18	8.6	3.1	4.6	-0.6	3.8
0	75	18	8.6	3.1	4.6	-0.6	3.8	No Training	0	-2.2999999999999994	0	76	19	8.5	2.1	3.1	-0.3	4.0
0	76	19	8.5	2.1	3.1	-0.3	4.0	No Training	0	-6.000000000000001	0	77	20	5.6	1.2	1.6	-1.0	3.5
0	77	20	5.6	1.2	1.6	-1.0	3.5	No Training	0	1.3000000000000005	0	78	21	5.7	1.8	2.9	-1.7	4.0
0	78	21	5.7	1.8	2.9	-1.7	4.0	Leadership and Management Training	1	-0.10000000000000009	0	79	22	6.4	2.0	2.9	-2.7	4.3
0	79	22	6.4	2.0	2.9	-2.7	4.3	No Training	0	-0.20000000000000062	0	80	23	6.6	2.3	3.1	-3.6	5.1
0	80	23	6.6	2.3	3.1	-3.6	5.1	No Training	0	-1.9999999999999993	0	81	24	6.3	1.7	2.7	-4.3	4.7
0	81	24	6.3	1.7	2.7	-4.3	4.7	No Training	0	1.9000000000000001	0	82	25	6.2	2.1	4.0	-4.0	5.1
0	82	25	6.2	2.1	4.0	-4.0	5.1	No Training	0	4.4	0	83	26	7.6	3.2	5.2	-3.3	6.7
0	83	26	7.6	3.2	5.2	-3.3	6.7	No Training	0	1.6999999999999993	0	84	27	7.5	4.3	6.3	-3.7	6.6
0	84	27	7.5	4.3	6.3	-3.7	6.6	No Training	0	0.20000000000000018	0	85	28	8.0	5.6	6.1	-5.1	6.6
0	85	28	8.0	5.6	6.1	-5.1	6.6	No Training	0	1.6000000000000014	0	86	29	9.8	5.5	6.2	-5.3	7.4
0	86	29	9.8	5.5	6.2	-5.3	7.4	Project Management and Agile Methodologies	0	1.2999999999999998	0	87	30	10.9	5.2	7.5	-6.1	8.5
0	87	30	10.9	5.2	7.5	-6.1	8.5	No Training	0	-0.7000000000000002	0	88	31	11.3	6.0	7.4	-7.9	8.9
0	88	31	11.3	6.0	7.4	-7.9	8.9	No Training	0	-2.200000000000002	0	89	32	11.2	4.3	6.0	-6.9	8.9
0	89	32	11.2	4.3	6.0	-6.9	8.9	No Training	0	0.10000000000000142	0	90	33	11.8	3.8	6.0	-6.9	9.8
0	90	33	11.8	3.8	6.0	-6.9	9.8	No Training	0	-0.5	0	91	34	11.0	5.1	6.2	-8.1	8.4
0	91	34	11.0	5.1	6.2	-8.1	8.4	No Training	0	3.0999999999999988	0	92	35	11.7	6.8	6.6	-7.8	10.0
0	92	35	11.7	6.8	6.6	-7.8	10.0	No Training	0	4.600000000000002	0	93	36	12.8	7.5	7.9	-6.3	9.8
0	93	36	12.8	7.5	7.9	-6.3	9.8	Soft Skills and Communication	1	1.299999999999999	0	94	37	12.1	7.6	9.3	-5.8	10.0
0	94	37	12.1	7.6	9.3	-5.8	10.0	No Training	0	0.09999999999999876	0	95	38	12.1	8.2	9.9	-6.9	9.4
0	95	38	12.1	8.2	9.9	-6.9	9.4	No Training	0	1.8000000000000016	0	96	39	12.3	7.8	10.9	-5.9	8.0
0	96	39	12.3	7.8	10.9	-5.9	8.0	No Training	0	-3.3000000000000016	0	97	40	11.7	7.4	10.2	-7.5	8.1
0	97	40	11.7	7.4	10.2	-7.5	8.1	No Training	0	-5.8	0	98	41	10.6	5.8	8.6	-9.0	7.4
0	98	41	10.6	5.8	8.6	-9.0	7.4	No Training	0	0.5	0	99	42	10.7	5.8	9.0	-9.0	8.4
0	99	42	10.7	5.8	9.0	-9.0	8.4	No Training	0	0.9000000000000004	0	100	43	11.0	6.3	8.7	-8.6	8.6
0	100	43	11.0	6.3	8.7	-8.6	8.6	No Training	0	-2.0999999999999988	0	101	44	10.8	5.9	9.1	-10.5	9.7
0	101	44	10.8	5.9	9.1	-10.5	9.7	No Training	0	0.40000000000000036	0	102	45	11.0	6.0	9.3	-10.6	10.6
0	102	45	11.0	6.0	9.3	-10.6	10.6	No Training	0	3.799999999999999	0	103	46	11.0	8.6	9.6	-9.7	11.1
0	103	46	11.0	8.6	9.6	-9.7	11.1	No Training	0	-1.700000000000001	0	104	47	10.6	8.2	8.2	-9.2	11.4
0	104	47	10.6	8.2	8.2	-9.2	11.4	No Training	0	1.5000000000000018	0	105	48	10.9	8.9	7.6	-8.1	9.9
0	105	48	10.9	8.9	7.6	-8.1	9.9	No Training	0	4.499999999999999	0	106	49	11.8	9.6	8.7	-6.3	11.2
0	106	49	11.8	9.6	8.7	-6.3	11.2	No Training	0	1.0000000000000018	0	107	50	12.4	10.4	9.8	-7.8	10.8
0	107	50	12.4	10.4	9.8	-7.8	10.8	No Training	0	3.799999999999999	0	108	51	14.1	11.8	10.4	-7.7	10.5
0	108	51	14.1	11.8	10.4	-7.7	10.5	No Training	0	2.2	0	109	52	14.4	13.2	10.3	-7.1	10.6
0	109	52	14.4	13.2	10.3	-7.1	10.6	No Training	0	0.0	0	110	53	14.5	13.4	9.8	-6.9	10.1
1	38	0	1.3	4.4	1.1	2.8	2.4	No Training	0	6.5	1	39	1	3.1	5.9	3.7	3.4	3.5
1	39	1	3.1	5.9	3.7	3.4	3.5	No Training	0	-0.9000000000000008	1	40	2	3.9	5.0	2.9	3.4	4.5
1	40	2	3.9	5.0	2.9	3.4	4.5	No Training	0	1.8000000000000003	1	41	3	4.7	4.8	4.3	3.2	4.1
1	41	3	4.7	4.8	4.3	3.2	4.1	No Training	0	1.6999999999999997	1	42	4	6.1	4.3	4.7	3.6	4.4
1	42	4	6.1	4.3	4.7	3.6	4.4	No Training	0	-0.49999999999999956	1	43	5	5.3	4.7	4.2	4.0	4.8
1	43	5	5.3	4.7	4.2	4.0	4.8	No Training	0	-3.8000000000000003	1	44	6	4.0	3.1	5.0	2.3	4.9
1	44	6	4.0	3.1	5.0	2.3	4.9	No Training	0	-1.1000000000000005	1	45	7	2.9	3.5	4.6	2.3	4.3
1	45	7	2.9	3.5	4.6	2.3	4.3	No Training	0	3.5000000000000004	1	46	8	4.0	4.6	5.7	2.5	4.3
1	46	8	4.0	4.6	5.7	2.5	4.3	No Training	0	0.3999999999999999	1	47	9	4.7	5.1	4.8	2.6	4.8
1	47	9	4.7	5.1	4.8	2.6	4.8	No Training	0	-0.8999999999999999	1	48	10	4.1	5.3	4.7	2.2	5.6
1	48	10	4.1	5.3	4.7	2.2	5.6	No Training	0	-0.6000000000000001	1	49	11	5.5	5.0	5.3	-0.1	5.5
1	49	11	5.5	5.0	5.3	-0.1	5.5	No Training	0	-0.699999999999999	1	50	12	4.9	4.9	5.2	0.0	6.0
1	50	12	4.9	4.9	5.2	0.0	6.0	No Training	0	1.1999999999999988	1	51	13	4.8	5.3	5.0	1.1	7.6
1	51	13	4.8	5.3	5.0	1.1	7.6	No Training	0	5.200000000000001	1	52	14	6.0	6.4	5.8	3.2	9.4
1	52	14	6.0	6.4	5.8	3.2	9.4	No Training	0	-2.9999999999999996	1	53	15	6.4	4.9	5.0	2.1	9.7
1	53	15	6.4	4.9	5.0	2.1	9.7	No Training	0	1.7999999999999985	1	54	16	7.8	4.8	5.1	2.5	10.1
1	54	16	7.8	4.8	5.1	2.5	10.1	No Training	0	-5.1	1	55	17	7.1	3.3	2.7	2.0	9.8
1	55	17	7.1	3.3	2.7	2.0	9.8	No Training	0	2.8000000000000007	1	56	18	7.2	4.9	2.8	3.0	10.4
1	56	18	7.2	4.9	2.8	3.0	10.4	No Training	0	-2.1000000000000005	1	57	19	6.0	4.6	2.5	2.7	9.5
1	57	19	6.0	4.6	2.5	2.7	9.5	No Training	0	5.999999999999998	1	58	20	8.7	5.1	1.9	6.1	11.4
1	58	20	8.7	5.1	1.9	6.1	11.4	No Training	0	3.200000000000002	1	59	21	9.9	5.5	1.8	7.8	13.3
1	59	21	9.9	5.5	1.8	7.8	13.3	No Training	0	-2.1000000000000014	1	60	22	8.2	4.7	2.4	7.6	13.8
1	60	22	8.2	4.7	2.4	7.6	13.8	No Training	0	-1.1999999999999984	1	61	23	7.4	6.9	2.1	5.3	13.7
1	61	23	7.4	6.9	2.1	5.3	13.7	No Training	0	2.0999999999999996	1	62	24	7.8	7.9	1.6	6.5	11.9
1	62	24	7.8	7.9	1.6	6.5	11.9	No Training	0	1.2000000000000006	1	63	25	7.9	7.8	1.0	8.3	11.2
1	63	25	7.9	7.8	1.0	8.3	11.2	No Training	0	5.099999999999998	1	64	26	9.6	8.5	2.4	9.6	11.8
1	64	26	9.6	8.5	2.4	9.6	11.8	No Training	0	-2.8999999999999995	1	65	27	8.6	6.6	2.6	9.4	11.6
1	65	27	8.6	6.6	2.6	9.4	11.6	No Training	0	-0.4999999999999982	1	66	28	8.3	5.7	2.4	10.3	10.7
1	66	28	8.3	5.7	2.4	10.3	10.7	No Training	0	-1.0000000000000013	1	67	29	7.9	5.6	2.8	9.4	9.5
1	67	29	7.9	5.6	2.8	9.4	9.5	No Training	0	1.8999999999999995	1	68	30	7.6	5.7	3.8	10.5	9.5
1	68	30	7.6	5.7	3.8	10.5	9.5	No Training	0	-2.5999999999999988	1	69	31	6.4	5.9	3.2	9.5	9.5
1	69	31	6.4	5.9	3.2	9.5	9.5	No Training	0	2.299999999999999	1	70	32	8.3	5.7	5.1	8.2	11.3
1	70	32	8.3	5.7	5.1	8.2	11.3	No Training	0	4.6000000000000005	1	71	33	9.0	7.0	6.6	9.3	12.6
1	71	33	9.0	7.0	6.6	9.3	12.6	No Training	0	0.9000000000000004	1	72	34	9.5	6.1	7.4	9.8	12.7
1	72	34	9.5	6.1	7.4	9.8	12.7	No Training	0	2.0	1	73	35	10.4	6.9	7.6	9.9	13.3
1	73	35	10.4	6.9	7.6	9.9	13.3	No Training	0	-0.40000000000000124	1	74	36	9.3	6.8	7.6	10.7	15.0
1	74	36	9.3	6.8	7.6	10.7	15.0	No Training	0	1.0999999999999988	1	75	37	8.6	8.1	7.6	11.2	16.2
1	75	37	8.6	8.1	7.6	11.2	16.2	No Training	0	2.200000000000001	1	76	38	8.5	8.2	8.7	12.3	16.3
1	76	38	8.5	8.2	8.7	12.3	16.3	No Training	0	0.7000000000000002	1	77	39	9.2	8.6	7.7	12.9	15.2
1	77	39	9.2	8.6	7.7	12.9	15.2	No Training	0	0.9000000000000012	1	78	40	8.9	8.9	7.4	14.1	15.5
1	78	40	8.9	8.9	7.4	14.1	15.5	No Training	0	-2.2	1	79	41	8.2	8.8	7.2	12.9	15.3
1	79	41	8.2	8.8	7.2	12.9	15.3	No Training	0	0.39999999999999947	1	80	42	9.1	9.4	6.6	12.4	14.7
1	80	42	9.1	9.4	6.6	12.4	14.7	No Training	0	-1.3000000000000007	1	81	43	8.1	9.4	6.1	12.6	16.9
1	81	43	8.1	9.4	6.1	12.6	16.9	No Training	0	-1.6999999999999993	1	82	44	7.7	9.5	5.3	12.0	17.1
1	82	44	7.7	9.5	5.3	12.0	17.1	No Training	0	1.3999999999999995	1	83	45	7.7	9.0	5.6	13.6	18.1
1	83	45	7.7	9.0	5.6	13.6	18.1	No Training	0	3.5000000000000018	1	84	46	8.9	8.4	6.8	15.3	17.9
1	84	46	8.9	8.4	6.8	15.3	17.9	No Training	0	1.8999999999999977	1	85	47	9.0	8.6	8.1	15.6	17.8
1	85	47	9.0	8.6	8.1	15.6	17.8	No Training	0	-3.299999999999998	1	86	48	8.5	7.9	7.3	14.3	17.8
1	86	48	8.5	7.9	7.3	14.3	17.8	No Training	0	-1.5	1	87	49	8.3	7.0	7.3	13.9	17.2
1	87	49	8.3	7.0	7.3	13.9	17.2	No Training	0	-3.1000000000000014	1	88	50	7.5	6.8	5.9	13.2	16.5
1	88	50	7.5	6.8	5.9	13.2	16.5	No Training	0	-1.299999999999999	1	89	51	7.2	6.2	5.8	12.9	14.7
1	108	0	3.2	1.6	2.6	1.3	3.8	No Training	0	0.09999999999999964	1	109	1	3.2	1.7	2.9	1.0	4.6
1	109	1	3.2	1.7	2.9	1.0	4.6	No Training	0	-2.1999999999999997	1	110	2	2.6	0.9	3.5	-0.4	4.1
1	110	2	2.6	0.9	3.5	-0.4	4.1	No Training	0	0.19999999999999996	1	111	3	3.0	0.6	3.6	-0.4	4.5
1	111	3	3.0	0.6	3.6	-0.4	4.5	No Training	0	0.30000000000000004	1	112	4	2.5	0.6	3.7	0.3	5.1
1	112	4	2.5	0.6	3.7	0.3	5.1	No Training	0	5.3999999999999995	1	113	5	4.0	1.9	5.3	1.3	5.2
1	113	5	4.0	1.9	5.3	1.3	5.2	No Training	0	1.4	1	114	6	3.8	3.6	5.6	0.9	3.8
1	114	6	3.8	3.6	5.6	0.9	3.8	Project Management and Agile Methodologies	0	-4.199999999999999	1	115	7	3.4	3.1	3.4	-0.2	3.0
1	115	7	3.4	3.1	3.4	-0.2	3.0	No Training	0	0.6000000000000001	1	116	8	4.8	1.7	4.7	-0.9	3.9
1	116	8	4.8	1.7	4.7	-0.9	3.9	No Training	0	0.7	1	117	9	6.1	0.9	5.2	-1.2	5.2
1	117	9	6.1	0.9	5.2	-1.2	5.2	No Training	0	1.5000000000000002	1	118	10	7.1	1.0	5.9	-1.5	6.7
1	118	10	7.1	1.0	5.9	-1.5	6.7	No Training	0	-1.0000000000000004	1	119	11	7.8	0.9	5.5	-2.7	6.8
1	119	11	7.8	0.9	5.5	-2.7	6.8	No Training	0	-3.1999999999999993	1	120	12	7.9	-0.9	4.6	-3.3	6.9
1	120	12	7.9	-0.9	4.6	-3.3	6.9	No Training	0	4.799999999999999	1	121	13	9.2	0.7	6.4	-3.2	7.1
1	121	13	9.2	0.7	6.4	-3.2	7.1	No Training	0	-2.6999999999999993	1	122	14	8.0	1.3	5.0	-3.9	6.2
1	122	14	8.0	1.3	5.0	-3.9	6.2	No Training	0	-1.2	1	123	15	7.7	0.5	5.1	-4.1	6.3
1	123	15	7.7	0.5	5.1	-4.1	6.3	No Training	0	2.5000000000000004	1	124	16	8.4	2.6	5.8	-5.1	6.2
1	124	16	8.4	2.6	5.8	-5.1	6.2	No Training	0	-1.5000000000000009	1	125	17	8.5	2.6	5.0	-5.9	6.9
1	125	17	8.5	2.6	5.0	-5.9	6.9	No Training	0	0.9000000000000008	1	126	18	9.4	3.6	3.6	-5.5	7.5
1	126	18	9.4	3.6	3.6	-5.5	7.5	No Training	0	-2.5999999999999996	1	127	19	9.3	3.2	3.0	-7.0	6.8
1	127	19	9.3	3.2	3.0	-7.0	6.8	No Training	0	-3.3000000000000003	1	128	20	8.8	1.3	2.6	-7.5	6.6
1	128	20	8.8	1.3	2.6	-7.5	6.6	No Training	0	1.5999999999999996	1	129	21	9.3	0.2	2.8	-5.5	6.5
1	129	21	9.3	0.2	2.8	-5.5	6.5	No Training	0	4.4	1	130	22	9.8	1.0	4.5	-4.1	7.9
1	130	22	9.8	1.0	4.5	-4.1	7.9	No Training	0	-0.8000000000000018	1	131	23	10.1	1.2	3.8	-4.7	8.0
1	131	23	10.1	1.2	3.8	-4.7	8.0	No Training	0	-2.0999999999999996	1	132	24	9.1	0.8	3.4	-5.0	6.6
1	132	24	9.1	0.8	3.4	-5.0	6.6	No Training	0	-0.7000000000000004	1	133	25	8.2	-0.0	3.4	-4.0	6.2
1	133	25	8.2	-0.0	3.4	-4.0	6.2	No Training	0	2.5999999999999996	1	134	26	8.2	1.1	4.1	-3.2	7.7
1	134	26	8.2	1.1	4.1	-3.2	7.7	No Training	0	-4.299999999999999	1	135	27	7.2	-0.6	2.6	-3.3	6.4
1	135	27	7.2	-0.6	2.6	-3.3	6.4	No Training	0	3.5999999999999996	1	136	28	7.9	-0.4	4.3	-2.3	7.2
